Borough,Block,Lot,"Tax Class Code","Building Class","Community Board","Council District",number,name,zip,"Water Debt Only","Sold in Regular / Subsequent Sale","Trust Destination"
4,9812,1,4,K4,412,27,177-07,JAMAICA AVENUE,11432,NO,Subsequent,2016-A
4,9812,8,4,P9,412,27,176-05,JAMAICA AVENUE,11432,YES,Regular,2016-A
4,9816,49,4,O2,412,27,165-15,88 AVENUE,11432,YES,Regular,2016-A
4,9843,3,1,A5,408,24,87-21,HOMELAWN STREET,11432,NO,Subsequent,2016-A
4,9882,1031,4,RB,408,24,172-31,HIGHLAND AVENUE,11432,NO,Regular,2016-A
4,9884,1013,1,R3,,,172,HIGHLAND AVENUE,11432,NO,Regular,2016-A
4,9884,1014,1,R3,,,172,HIGHLAND AVENUE,11432,NO,Regular,2016-A
4,9884,1015,1,R3,,,172,HIGHLAND AVENUE,11432,NO,Regular,2016-A
4,9884,1051,4,RG,,,172,HIGHLAND AVENUE,11432,NO,Regular,2016-A
4,9894,47,2,D6,412,27,90-07,178 STREET,11432,NO,Subsequent,2016-A
4,9896,85,4,G8,412,27,179-11,JAMAICA AVENUE,11432,NO,Regular,2016-A
4,9897,3,1,S2,412,27,180-15,JAMAICA AVENUE,11432,NO,Subsequent,2016-A
4,9902,100,4,K4,412,27,182-35,JAMAICA AVENUE,11423,NO,Subsequent,2016-A
4,9906,60,1,B3,412,27,90-39,184 PLACE,11423,NO,Subsequent,2016-A
4,9936,32,1,C0,412,27,88-02,188 STREET,11423,NO,Subsequent,2016-A
4,9947,163,1,A1,408,24,85-15,RADNOR STREET,11432,NO,Subsequent,2016-A
4,9965,30,1,B2,408,24,86-84,188 STREET,11423,YES,Subsequent,2016-A
4,9987,12,4,K4,412,24,146-14,JAMAICA AVENUE,11435,NO,Subsequent,2016-A
4,9994,49,4,K2,412,27,90-71,SUTPHIN BOULEVARD,11435,YES,Regular,2016-A
4,9994,50,4,K2,412,27,90-69,SUTPHIN BOULEVARD,11435,NO,Subsequent,2016-A
4,9994,54,4,K7,412,27,90-61,SUTPHIN BOULEVARD,11435,YES,Subsequent,2016-A
4,9994,56,4,O2,409,32,90-57,JAMAICA AVENUE,11421,YES,Regular,2016-A
4,10031,12,4,G2,412,28,97-15,SUTPHIN BOULEVARD,11435,NO,Subsequent,2016-A
4,10041,3,4,E9,412,28,143-10,LIBERTY AVENUE,11435,NO,Subsequent,2016-A
4,10041,4,4,Z9,412,28,143-12,LIBERTY AVENUE,11435,NO,Subsequent,2016-A
4,10044,23,1,G0,412,28,144-19,106 AVENUE,11435,NO,Subsequent,2016-A
4,10047,7,1,A1,412,,145-18,INWOOD STREET,11435,NO,Subsequent,2016-A
4,10059,1,4,GU,412,28,147-06,105 AVENUE,11435,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
4,10061,131,4,K4,412,28,104-16,150 STREET,11435,NO,Regular,2016-A
4,10072,1,1,G0,412,28,143-02 GAR,107 AVENUE,11435,NO,Subsequent,1998-2
4,10083,2,1,B2,412,28,107-17,PRINCETON STREET,11435,NO,Subsequent,2016-A
4,10086,13,1,B3,412,28,146-20,107 AVENUE,11435,NO,Subsequent,2016-A
4,10089,6,4,G7,412,28,106-37,SUTPHIN BOULEVARD,11435,NO,Regular,2016-A
4,10090,7,1,C0,412,28,107-03,WALTHAM STREET,11435,YES,Regular,2016-A
4,10107,63,4,G4,412,27,97-13,150 STREET,11435,NO,Subsequent,2016-A
4,10107,79,4,V1,412,27,150-04,BEAVER ROAD,11433,NO,Subsequent,1998-2
4,10107,155,4,K1,412,27,150-19,LIBERTY AVENUE,11433,NO,Subsequent,2016-A
4,10107,157,4,G4,412,27,150-17,LIBERTY AVENUE,11433,NO,Subsequent,2016-A
4,10108,314,4,K1,412,27,155-11,LIBERTY AVENUE,11433,NO,Subsequent,2016-A
4,10112,161,4,G4,412,28,105-23,150 STREET,11435,NO,Regular,2016-A
4,10129,125,1,S1,412,28,106-38,GUY R BREWER BLVD,11433,YES,Subsequent,2016-A
4,10132,30,1,C0,412,28,150-16,YATES ROAD,11433,YES,Regular,2016-A
4,10134,18,4,G7,412,28,107-13,155 STREET,11433,NO,Subsequent,2016-A
4,10135,12,1,A1,412,28,107-33,156 STREET,11433,NO,Subsequent,2016-A
4,10155,35,4,GW,412,27,165-20,ARCHER AVENUE,11433,YES,Regular,2016-A
4,10161,30,1,B1,412,27,104-52,164 STREET,11433,YES,Subsequent,2016-A
4,10163,178,1,B2,412,27,104-31,164 PLACE,11433,NO,Subsequent,2016-A
4,10166,1,4,P2,412,27,107-49,GUY R BREWER BLVD,11433,NO,Subsequent,1998-2
4,10170,64,1,C0,412,27,107-56,MERRICK BOULEVARD,11433,NO,Regular,2016-A
4,10178,16,1,A1,412,27,108-34,169 PLACE,11433,NO,Subsequent,1998-2
4,10181,61,1,V0,412,27,109-05,GUY R BREWER BLVD,11433,NO,Regular,1998-2
4,10197,31,1,S1,412,27,110-14,MERRICK BOULEVARD,11433,NO,Regular,2016-A
4,10198,41,1,B2,412,27,110-29,167 STREET,11433,YES,Regular,2016-A
4,10202,20,1,C0,412,27,163-46,MATHIAS AVENUE,11433,NO,Subsequent,2016-A
4,10202,41,1,B3,412,27,163-43,PHROANE AVENUE,11433,NO,Subsequent,2016-A
4,10241,65,1,B2,412,27,105-53,171 PLACE,11433,YES,Regular,2016-A
4,10244,225,4,G1,412,27,107-35,MERRICK BOULEVARD,11433,NO,Subsequent,2016-A
4,10246,41,1,A1,412,27,171-12,107 AVENUE,11433,NO,Regular,2016-A
4,10251,15,1,A5,412,27,107-18,WATSON PLACE,11433,NO,Subsequent,2016-A
4,10259,74,1,B2,412,,108-07,176 STREET,11433,YES,Regular,2016-A
4,10275,9,1,B1,412,27,176-19,111 AVENUE,11433,NO,Subsequent,2016-A
4,10282,43,1,B2,412,27,111-39,172 STREET,11433,NO,Regular,2016-A
4,10289,77,1,A1,412,27,174-07,MURDOCK AVENUE,11434,NO,Regular,2016-A
4,10294,1,1,A2,412,27,177-04,SAYRES AVENUE,11433,NO,Regular,2016-A
4,10317,10,2,S5,412,27,178-10,JAMAICA AVENUE,11432,NO,Subsequent,2016-A
4,10328,44,4,G2,412,27,93-02,183 STREET,11423,YES,Subsequent,2016-A
4,10346,1,1,A2,412,27,183-03,CAMDEN AVENUE,11412,NO,Regular,2016-A
4,10348,14,1,B1,412,27,183-24,DUNLOP AVENUE,11412,NO,Subsequent,2016-A
4,10349,70,1,A2,412,27,183-25,BRINKERHOFF AVENUE,11412,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
4,10376,32,1,A1,412,27,105-22,189 STREET,11412,NO,Subsequent,2016-A
4,10377,21,1,A1,412,27,104-12,FARMERS BOULEVARD,11412,NO,Subsequent,2016-A
4,10381,81,4,W9,412,27,188-01,LINDEN BOULEVARD,11412,NO,Regular,2016-A
4,10414,12,1,B3,412,27,184-23,GALWAY AVENUE,11412,NO,Regular,2016-A
4,10434,42,1,A1,412,27,109-16,FIRWOOD PLACE,11412,NO,Regular,2016-A
4,10437,30,4,K1,412,27,110-30,FARMERS BOULEVARD,11412,NO,Regular,2016-A
4,10446,34,4,K1,412,23,190-21,JAMAICA AVENUE,11423,NO,Subsequent,2016-A
4,10454,19,4,O2,412,23,189-02A,HILLSIDE AVENUE,11423,NO,Subsequent,1998-2
4,10462,1,4,I5,412,23,195-04,HILLSIDE AVENUE,11423,NO,Subsequent,1998-2
4,10464,42,1,S2,412,23,196-17,JAMAICA AVENUE,11423,NO,Subsequent,2016-A
4,10539,1,2,S9,413,23,206-19,JAMAICA AVENUE,11428,NO,Subsequent,2016-A
4,10543,18,2,C2,413,23,94-19,210 STREET,11428,NO,Subsequent,2016-A
4,10546,60,2,S9,413,23,211-79,JAMAICA AVENUE,11428,NO,Subsequent,2016-A
4,10554,79,1,A1,413,23,93-03,211 STREET,11428,NO,Regular,2016-A
4,10566,37,1,G0,413,23,91-22,HOLLIS COURT BLVD,11428,NO,Subsequent,2016-A
4,10575,8,1,A1,413,23,89-67,210 STREET,11427,NO,Regular,2016-A
4,10576,34,1,A1,413,23,89-15,210 PLACE,11427,NO,Subsequent,2016-A
4,10602,33,4,K4,413,23,212-53,JAMAICA AVENUE,11428,NO,Subsequent,2016-A
4,10605,24,4,K1,413,23,214-35A,JAMAICA AVENUE,11428,NO,Subsequent,2016-A
4,10624,17,1,A1,413,23,92-26,212 PLACE,11428,NO,Regular,2016-A
4,10656,180,1,A1,413,23,89-88,VANDERVEER STREET,11427,NO,Regular,2016-A
4,10661,88,1,B3,413,23,89-32,218 STREET,11427,YES,Regular,2016-A
4,10678,79,1,A2,413,23,88-15,218 STREET,11427,NO,Regular,2016-A
4,10741,165,1,B1,413,23,94-35,222 STREET,11428,NO,Regular,2016-A
4,10759,133,4,G2,413,27,215-26,JAMAICA AVENUE,11428,NO,Subsequent,2016-A
4,10766,27,1,B3,413,27,101-02,SPRINGFIELD BLVD,11429,NO,Subsequent,2016-A
4,10772,34,1,S2,413,27,219-01,HEMPSTEAD AVENUE,11429,YES,Regular,2016-A
4,10775,5,2,S4,413,27,220-01,HEMPSTEAD AVENUE,11429,NO,Regular,2016-A
4,10796,8,4,O2,413,27,223-05,HEMPSTEAD AVENUE,11429,NO,Subsequent,2016-A
4,10839,14,4,K1,412,27,190-01,99 AVENUE,11423,NO,Subsequent,2016-A
4,10867,43,1,B2,412,27,100-49,200 STREET,11423,YES,Regular,2016-A
4,10873,36,1,A1,412,27,20527,104 AVENUE,11412,NO,Regular,2016-A
4,10880,45,2,C3,413,27,99-02,212 STREET,11429,NO,Subsequent,2016-A
4,10893,36,1,A5,412,27,197-13,HOLLIS AVENUE,11412,NO,Subsequent,2016-A
4,10898,1,2,S9,412,27,198-01,HOLLIS AVENUE,11412,NO,Subsequent,2016-A
4,10900,23,2,S9,412,27,200-21,HOLLIS AVENUE,11412,YES,Regular,2016-A
4,10901,31,4,M1,412,27,201-09,HOLLIS AVENUE,11412,NO,Subsequent,1998-2
4,10908,20,1,B3,412,27,104-28,205 PLACE,11412,NO,Regular,2016-A
4,10923,3,1,B2,412,27,109-15,FARMERS BOULEVARD,11412,NO,Regular,2016-A
4,10925,11,4,M1,412,27,109-35,FARMERS BOULEVARD,11412,NO,Subsequent,1998-2
4,10930,54,1,A1,412,27,109-70,195 STREET,11412,NO,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
4,10934,185,1,A1,412,27,109-35,197 STREET,11412,NO,Subsequent,2016-A
4,10957,471,1,A1,412,27,111-12,200 STREET,11412,NO,Subsequent,2016-A
4,10965,281,1,A5,413,27,111-07,FRANCIS LEWIS BLVD,11429,NO,Regular,2016-A
4,10980,14,1,A5,412,27,112-35,204 STREET,11412,NO,Subsequent,2016-A
4,10982,200,1,B3,412,27,205-15,113 AVENUE,11412,NO,Subsequent,2016-A
4,10990,14,1,A1,412,27,194-24,113 ROAD,11412,NO,Regular,2016-A
4,10990,32,4,M1,412,27,194-59,MURDOCK AVENUE,11412,NO,Subsequent,1998-2
4,10990,60,1,B3,412,27,194-11,MURDOCK AVENUE,11412,YES,Regular,2016-A
4,10999,79,1,A1,412,27,204-13,MURDOCK AVENUE,11412,NO,Regular,2016-A
4,11006,34,1,B3,413,27,113-42,211 STREET,11429,NO,Regular,2016-A
4,11011,26,1,A1,412,27,194-42,114 ROAD,11412,NO,Subsequent,2016-A
4,11015,6,1,B3,412,27,114-04,199 STREET,11412,NO,Regular,2016-A
4,11020,75,1,A5,412,27,114-62,204 STREET,11412,NO,Regular,2016-A
4,11026,331,1,B3,413,27,114-62,208 STREET,11411,NO,Regular,2016-A
4,11032,8,4,K4,412,27,115-05,FARMERS BOULEVARD,11412,NO,Regular,2016-A
4,11035,53,1,A1,412,27,194-23,115 DRIVE,11412,NO,Regular,2016-A
4,11040,43,1,A5,412,27,199-16,115 AVENUE,11412,NO,Subsequent,2016-A
4,11045,118,1,B3,412,27,115-54,205 STREET,11412,NO,Regular,2016-A
4,11064,64,1,B1,412,27,116-47,193 STREET,11412,YES,Subsequent,2016-A
4,11064,74,1,B3,412,27,116-28,194 STREET,11412,YES,Subsequent,2016-A
4,11083,100,4,G2,413,27,216-16,HEMPSTEAD AVENUE,11429,NO,Subsequent,2016-A
4,11085,20,2,C3,413,27,99-03,212 STREET,11429,NO,Regular,2016-A
4,11087,29,1,A1,413,27,213-14,99 AVENUE,11429,NO,Regular,2016-A
4,11091,18,1,C0,413,27,99-03,216 STREET,11429,NO,Regular,2016-A
4,11093,4,1,B2,413,27,217-08,99 AVENUE,11429,NO,Regular,2016-A
4,11110,5,4,K2,413,27,218-54,HEMPSTEAD AVENUE,11429,NO,Regular,2016-A
4,11141,64,4,O7,413,27,112-04,SPRINGFIELD BLVD,11429,NO,Subsequent,2016-A
4,11187,29,1,A1,413,27,107-11,221 STREET,11429,NO,Subsequent,2016-A
4,11197,63,1,A2,413,27,218-22,109 AVENUE,11429,NO,Subsequent,2016-A
4,11227,74,1,S2,413,27,227-02,112 AVENUE,11429,YES,Subsequent,2016-A
4,11269,52,1,A5,413,27,114-81,225 STREET,11411,NO,Subsequent,2016-A
4,11291,14,1,A5,413,27,115-43,227 STREET,11411,NO,Regular,2016-A
4,11307,38,1,A2,413,27,115-112,226 STREET,11411,NO,Subsequent,2016-A
4,11321,27,1,A2,413,27,116-11,220 STREET,11411,NO,Regular,2016-A
4,11322,6,4,K1,413,27,221-11,LINDEN BOULEVARD,11411,NO,Subsequent,2016-A
4,11337,45,4,Z9,410,32,132-19,RUBY STREET,11414,NO,Subsequent,1998-2
4,11338,1,4,G7,410,32,132-11,76 STREET,11417,NO,Subsequent,2016-A
4,11349,5,1,B3,410,32,86-10,SUTTER AVENUE,11417,YES,Regular,2016-A
4,11349,35,1,A2,410,,132-43,PITKIN AVENUE,11417,NO,Regular,2016-A
4,11406,15,1,A5,410,32,90-36,PITKIN AVENUE,11417,NO,Regular,2016-A
4,11416,47,1,B9,410,32,149-27,84 STREET,11414,YES,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
4,11482,29,1,C0,410,32,110-15,107 STREET,11417,NO,Subsequent,2016-A
4,11518,192,4,G1,410,32,135-36,CENTREVILLE STREET,11417,NO,Subsequent,2016-A
4,11549,1022,4,RG,410,32,150-09,95 STREET,11417,NO,Subsequent,2016-A
4,11599,8,1,B2,410,28,109-04,LEFFERTS BOULEVARD,11420,YES,Regular,2016-A
4,11606,35,1,S2,410,28,125-15,111 AVENUE,11420,NO,Subsequent,2016-A
4,11626,51,1,A1,410,28,111-35,121 STREET,11420,NO,Subsequent,2016-A
4,11631,9,4,K4,410,28,126-18,111 AVENUE,11420,NO,Subsequent,2016-A
4,11645,45,1,B2,410,28,114-45,118 STREET,11420,NO,Subsequent,2016-A
4,11682,35,4,G2,410,28,125-07,ROCKAWAY BOULEVARD,11420,YES,Regular,2016-A
4,11695,32,1,A1,410,28,117-25,LINCOLN STREET,11420,NO,Regular,2016-A
4,11699,52,1,A1,410,28,117-29,135 STREET,11420,NO,Subsequent,2016-A
4,11701,10,2,S3,410,28,134-01,ROCKAWAY BOULEVARD,11420,YES,Subsequent,2016-A
4,11715,66,1,B2,410,28,117-44,122 PLACE,11420,YES,Regular,2016-A
4,11716,1,1,B3,410,28,117-66,123 STREET,11420,YES,Regular,2016-A
4,11747,50,4,K1,410,28,125-12,ROCKAWAY BOULEVARD,11420,NO,Subsequent,2016-A
4,11750,51,4,K4,410,28,128-02,ROCKAWAY BOULEVARD,11420,NO,Subsequent,2016-A
4,11750,53,4,V1,410,28,128-06,ROCKAWAY BOULEVARD,11420,NO,Subsequent,2016-A
4,11755,51,4,K2,410,28,131-12,ROCKAWAY BOULEVARD,11420,NO,Subsequent,2016-A
4,11758,66,1,B3,410,28,123-40,135 STREET,11420,YES,Regular,2016-A
4,11775,204,1,A1,410,28,129-27,135 PLACE,11420,NO,Regular,2016-A
4,11776,72,1,B3,410,28,131-38,132 STREET,11420,YES,Subsequent,2016-A
4,11780,201,1,A5,410,28,131-43,135 STREET,11420,NO,Regular,2016-A
4,11787,5,1,B3,410,28,128-11,135 AVENUE,11420,YES,Subsequent,2016-A
4,11789,1,1,A2,410,28,130-19,135 AVENUE,11420,NO,Regular,2016-A
4,11794,5,1,B1,410,28,134-07,135 AVENUE,11420,YES,Regular,2016-A
4,11805,18,1,B1,410,32,135-25,118 STREET,11420,YES,Regular,2016-A
4,11822,3,1,B3,410,32,121-15,150 AVENUE,11420,YES,Regular,2016-A
4,11824,116,1,B1,410,32,149-41,122 PLACE,11420,YES,Regular,2016-A
4,11859,51,1,V0,410,28,135-12,126 STREET,11420,NO,Subsequent,2016-A
4,11861,31,2,S4,410,28,127-02,135 AVENUE,11420,NO,Subsequent,2016-A
4,11864,40,1,B3,410,28,135-16,130 PLACE,11420,YES,Regular,2016-A
4,11893,46,1,A1,410,28,124-22,SOUTH CONDUIT AVENUE,11420,NO,Subsequent,2016-A
4,11934,57,1,C0,412,28,109-04,INWOOD STREET,11435,YES,Regular,2016-A
4,11937,76,1,B2,412,28,143-30,110 AVENUE,11435,YES,Regular,2016-A
4,11937,130,1,B3,412,28,144-09,111 AVENUE,11435,YES,Regular,2016-A
4,11939,110,1,C0,412,28,108-44,LIVERPOOL STREET,11435,NO,Subsequent,2016-A
4,11942,341,1,B2,412,28,145-37,110 AVENUE,11435,YES,Subsequent,2016-A
4,11945,61,1,S2,412,28,107-50,SUTPHIN BOULEVARD,11435,YES,Subsequent,2016-A
4,11946,89,2,C3,412,28,147-30,108 AVENUE,11435,NO,Regular,2016-A
4,11958,15,1,A2,412,28,111-30,143 STREET,11435,NO,Regular,2016-A
4,11958,48,1,B3,412,28,111-27,142 STREET,11435,NO,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
4,11960,40,1,B3,412,28,111-04,145 STREET,11435,NO,Regular,2016-A
4,11962,15,1,A5,412,28,111-57,INWOOD STREET,11435,NO,Subsequent,2016-A
4,11963,67,1,A1,412,28,111-45,146 STREET,11435,NO,Subsequent,2016-A
4,11963,69,1,B3,412,28,111-41,146 STREET,11435,YES,Regular,2016-A
4,11965,184,1,B3,412,28,148-04,111 AVENUE,11435,YES,Regular,2016-A
4,11966,17,4,K4,412,28,113-18,SUTPHIN BOULEVARD,11435,NO,Regular,2016-A
4,11980,28,4,M1,412,28,114-52,SUTPHIN BOULEVARD,11434,NO,Subsequent,1998-2
4,11998,106,1,B3,412,28,116-51,140 STREET,11436,NO,Subsequent,2016-A
4,12008,67,1,B3,412,28,116-11,148 STREET,11436,YES,Regular,2016-A
4,12020,14,1,B3,412,28,117-16,146 STREET,11436,NO,Subsequent,2016-A
4,12020,21,1,B3,412,28,117-30,146 STREET,11436,NO,Regular,2016-A
4,12025,101,1,A5,412,28,119-23,145 STREET,11436,NO,Subsequent,1998-2
4,12034,1,4,K1,412,28,141-21,ROCKAWAY BOULEVARD,11436,NO,Subsequent,2016-A
4,12042,6,1,A1,412,28,145-09,123 AVENUE,11436,NO,Subsequent,2016-A
4,12045,10,4,P2,412,28,122-10,SUTPHIN BOULEVARD,11434,NO,Subsequent,1998-2
4,12047,34,4,Z9,412,28,144-11,ROCKAWAY BOULEVARD,11436,NO,Subsequent,2016-A
4,12047,65,1,A1,412,28,123-22,145 STREET,11436,NO,Subsequent,2016-A
4,12049,128,1,A5,412,28,123-45,INWOOD STREET,11436,NO,Regular,2016-A
4,12056,20,4,V1,412,28,141-10,ROCKAWAY BOULEVARD,11436,NO,Subsequent,2016-A
4,12056,32,1,S2,412,28,141-32,ROCKAWAY BOULEVARD,11436,YES,Regular,2016-A
4,12058,197,1,A5,412,28,128-06,142 STREET,11436,NO,Regular,2016-A
4,12059,33,1,S2,412,28,142-64,ROCKAWAY BOULEVARD,11436,NO,Subsequent,2016-A
4,12064,28,1,S2,412,28,145-40,ROCKAWAY BOULEVARD,11436,YES,Regular,2016-A
4,12066,27,1,B2,412,28,142-48,129 AVENUE,11436,NO,Subsequent,2016-A
4,12078,125,1,B2,412,28,131-23,142 STREET,11436,YES,Regular,2016-A
4,12081,167,1,B3,412,28,130-48,INWOOD STREET,11436,NO,Regular,2016-A
4,12109,40,1,A0,412,28,146-10,130 AVENUE,11436,NO,Regular,2016-A
4,12143,1,1,B2,412,28,109-19,153 STREET,11433,YES,Regular,2016-A
4,12144,1,1,B2,412,28,153-05,109 DRIVE,11433,YES,Regular,2016-A
4,12160,10,1,A1,412,28,110-27,156 STREET,11433,NO,Subsequent,2016-A
4,12162,10,1,A1,412,28,110-41,158 STREET,11433,NO,Subsequent,2016-A
4,12164,33,1,B2,412,28,160-20,110 AVENUE,11433,NO,Subsequent,1998-2
4,12167,50,1,A2,412,28,111-42,155 STREET,11433,NO,Regular,2016-A
4,12171,52,4,M1,412,28,156-09,113 AVENUE,11433,NO,Subsequent,1998-2
4,12189,1,2,S9,412,28,115-47,SUTPHIN BOULEVARD,11434,NO,Subsequent,2016-A
4,12190,19,1,B2,412,28,155-26,115 AVENUE,11434,YES,Regular,2016-A
4,12204,127,1,A9,412,28,150-54,FOCH BOULEVARD,11434,NO,Subsequent,2016-A
4,12204,166,1,A1,412,28,153-52,FOCH BOULEVARD,11434,NO,Subsequent,2016-A
4,12204,168,1,V0,412,28,153-56,FOCH BOULEVARD,11434,NO,Regular,2016-A
4,12204,322,2,C5,412,28,150-43,118 AVENUE,11434,NO,Regular,2016-A
4,12212,1,4,G2,412,28,120-01,SUTPHIN BOULEVARD,11436,YES,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
4,12240,27,1,B3,412,28,161-39,118 AVENUE,11434,NO,Subsequent,2016-A
4,12280,11,1,B3,412,28,132-14,156 STREET,11434,NO,Regular,2016-A
4,12282,22,1,B3,412,28,132-36,158 STREET,11434,YES,Regular,2016-A
4,12292,65,4,K1,412,28,153-29A,ROCKAWAY BOULEVARD,11434,NO,Regular,2016-A
4,12318,22,1,B2,412,31,162-28,144 AVENUE,11434,YES,Regular,2016-A
4,12318,109,1,B2,412,31,162-25,NORTH CONDUIT AVENUE,11434,NO,Subsequent,2016-A
4,12330,34,1,B3,412,27,114-06,167 STREET,11434,YES,Regular,2016-A
4,12350,13,1,B3,412,27,116-43,168 STREET,11434,NO,Subsequent,2016-A
4,12353,416,1,A5,412,27,116-21,171 STREET,11434,NO,Subsequent,2016-A
4,12364,128,1,B3,412,27,117-44,168 STREET,11434,YES,Regular,2016-A
4,12367,234,1,S2,412,27,117-08,MERRICK BOULEVARD,11434,YES,Regular,2016-A
4,12367,236,4,K1,412,27,117-04,MERRICK BOULEVARD,11434,NO,Regular,2016-A
4,12371,312,1,A1,412,27,170-30,118 AVENUE,11434,NO,Regular,2016-A
4,12371,319,1,A1,412,27,170-48,118 AVENUE,11434,NO,Regular,2016-A
4,12379,3,1,B3,412,,164-05,122 STREET,11434,YES,Regular,2016-A
4,12442,20,2,S9,412,27,188-30,LINDEN BOULEVARD,11412,YES,Regular,2016-A
4,12451,12,4,G1,412,27,118-61,MONTAUK STREET,11412,NO,Subsequent,2016-A
4,12452,69,4,G1,412,27,118-52,MONTAUK STREET,11412,NO,Subsequent,2016-A
4,12458,128,4,G1,412,27,122-26,FARMERS BOULEVARD,11434,NO,Subsequent,2016-A
4,12458,506,1,A5,412,27,186-14,121 AVENUE,11412,NO,Regular,2016-A
4,12482,144,1,A5,412,27,120-30,178 STREET,11434,NO,Subsequent,2016-A
4,12485,57,4,K1,412,27,125-09,MERRICK BOULEVARD,11434,NO,Subsequent,2016-A
4,12548,5,1,B3,412,27,176-09,134 AVENUE,11434,YES,Regular,2016-A
4,12549,22,1,B1,412,27,176-06,134 AVENUE,11434,NO,Subsequent,2016-A
4,12578,1,4,P5,412,31,172-19,140 AVENUE,11434,NO,Regular,2016-A
4,12591,235,1,A2,412,31,142-28,174 STREET,11434,NO,Regular,2016-A
4,12599,31,1,C0,412,27,189-15,117 ROAD,11412,NO,Regular,2016-A
4,12601,39,1,B3,412,27,190-17,117 ROAD,11412,YES,Regular,2016-A
4,12602,27,1,A1,412,27,190-35,118 AVENUE,11412,NO,Regular,2016-A
4,12608,56,1,A1,412,27,118-15,192 STREET,11412,NO,Subsequent,2016-A
4,12609,14,1,A1,412,27,117-24,193 STREET,11412,NO,Subsequent,2016-A
4,12618,2,1,B2,412,27,117-05,197 STREET,11412,YES,Regular,2016-A
4,12620,107,4,K1,412,27,199-18,LINDEN BOULEVARD,11412,NO,Subsequent,2016-A
4,12630,56,1,B3,412,27,118-27,201 STREET,11412,NO,Regular,2016-A
4,12633,5,1,S2,412,27,203-20,LINDEN BOULEVARD,11412,YES,Regular,2016-A
4,12653,42,1,B2,412,27,119-43,197 STREET,11412,NO,Regular,2016-A
4,12658,16,1,B3,412,27,119-22,202 STREET,11412,NO,Regular,2016-A
4,12663,9,1,A5,412,27,119-04,SPRINGFIELD BLVD,11411,NO,Regular,2016-A
4,12674,45,1,A2,412,27,121-19,192 STREET,11413,NO,Regular,2016-A
4,12678,51,1,A5,412,27,121-11,194 STREET,11412,NO,Regular,2016-A
4,12678,90,1,B3,412,27,194-09,122 AVENUE,11413,YES,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
4,12720,89,1,B1,412,27,189-06,WILLIAMSON AVENUE,11413,NO,Regular,2016-A
4,12748,140,1,A5,413,27,117-11,231 STREET,11411,NO,Regular,2016-A
4,12772,201,1,A1,413,27,235-18,118 AVENUE,11411,NO,Subsequent,2016-A
4,12779,150,1,A2,413,27,119-46,220 STREET,11411,NO,Regular,2016-A
4,12825,502,1,A2,413,31,221-19,130 AVENUE,11413,NO,Subsequent,2016-A
4,12895,80,1,A2,413,31,219-29,131 AVENUE,11413,NO,Regular,2016-A
4,12898,164,1,A1,413,31,220-01,131 AVENUE,11413,NO,Regular,2016-A
4,12901,335,1,A2,413,31,130-07,223 STREET,11413,NO,Regular,2016-A
4,12915,10,1,A2,413,31,130-53,236 STREET,11422,NO,Regular,2016-A
4,12930,104,1,A1,413,31,131-16,221 STREET,11413,NO,Subsequent,2016-A
4,12938,60,1,A1,413,31,131-40,229 STREET,11413,NO,Subsequent,2016-A
4,12955,22,1,A1,413,31,217-14,133 AVENUE,11413,NO,Regular,2016-A
4,12965,23,4,M1,413,31,226-01,MERRICK BOULEVARD,11413,NO,Subsequent,2016-A
4,12970,1,4,K1,413,31,231-11,MERRICK BOULEVARD,11413,NO,Subsequent,1998-2
4,12983,10,1,A1,412,27,131-37,MATHEWSON COURT,11434,NO,Regular,2016-A
